RANDOM ,PRODUCT ID,CUSTOMER ID,RETURN DATE,RETURN CONDITION,RETURN REASON,TRANSACTION ID,RETURN TYPE,CITY,SELLER ID,LABEL,ITEM SOLD OUT COUNT,ITEMS RETURN COUNT,ITEM TYPE,RETURN REQUEST,PRE VERIFICATION,CUSTOMER COMPLAINT
0.269324307,3091358,6845000,21-01-2023,Damaged,Defective item,10132,mail,Bangalore,5678,Fraudulent,9,6,Shoes and Footwear,Accepted,Completed,Always gets wrong item and poor quality products as well
0.448244669,3092174,7058000,21-01-2023,Used,Missing item,10133,in-person,Chennai,1212,Fraudulent,9,3,Bags Wallet Luggage,Accepted,Completed,Wrong items delivered
0.850373215,3092990,7061000,21-01-2023,Used,Missing item,10134,in-person,Chennai,7141,Not Fraudulent,9,7,Sports Fitness,Not Accepted,Not Completed,Always gets wrong item and poor quality products as well
0.821221354,3093806,7064000,22-01-2023,New,Incorrect item,10135,mail,Jaipur,1212,Not Fraudulent,9,3,Sports Fitness,Not Accepted,Not Completed,Wrong items delivered
0.018188674,3094622,7067000,22-01-2023,Damaged,Defective item,10136,mail,Jaipur,1212,Fraudulent,4,4,Clothing,Accepted,Completed,Always gets wrong item and poor quality products as well
0.714698596,3095438,6845000,22-01-2023,Used,Missing item,10137,in-person,Mumbai,3452,Not Fraudulent,10,4,Electronic Gadgets,Not Accepted,Not Completed,Always gets wrong item and poor quality products as well
0.44029287,3096254,7073000,22-01-2023,New,Incorrect item,10138,mail,Bangalore,5679,Fraudulent,9,0,Bags Wallet Luggage,Accepted,Completed,Satisfied
0.054129125,3097070,7076000,22-01-2023,Used,Missing item,10139,in-person,Chennai,1212,Fraudulent,7,3,Clothing,Accepted,Completed,Wrong items delivered
0.46281658,3097886,7079000,22-01-2023,Damaged,Defective item,10140,in-person,Mumbai,3452,Not Fraudulent,6,4,Bags Wallet Luggage,Accepted,Completed,Always gets wrong item and poor quality products as well
0.291992757,3098702,7082000,22-01-2023,New,Incorrect item,10141,in-person,Chennai,1212,Fraudulent,3,1,Shoes and Footwear,Accepted,Completed,Getting wrong color and sizes
0.646189958,3099518,6821000,22-01-2023,Used,Defective item,10142,in-person,Chennai,4657,Not Fraudulent,6,2,Electronic Gadgets,Not Accepted,Not Completed,Wrong items delivered
0.422245466,3100334,7088000,22-01-2023,Damaged,Defective item,10143,mail,Bangalore,1212,Fraudulent,10,4,Bags Wallet Luggage,Accepted,Completed,Always gets wrong item and poor quality products as well
0.577863509,3101150,7091000,22-01-2023,New,Incorrect item,10144,in-person,Chennai,7141,Not Fraudulent,10,6,Bags Wallet Luggage,Not Accepted,Not Completed,Always gets wrong item and poor quality products as well
0.799906763,3101966,6821000,22-01-2023,New,Incorrect item,10145,mail,Bangalore,1212,Not Fraudulent,8,3,Electronic Gadgets,Not Accepted,Not Completed,Wrong items delivered
0.862973359,3102782,7097000,22-01-2023,Used,Incorrect item,10146,mail,Jaipur,4657,Not Fraudulent,6,1,Sports Fitness,Not Accepted,Not Completed,Getting wrong color and sizes
0.170969064,3103598,7100000,23-01-2023,Used,Incorrect item,10147,mail,Jaipur,1212,Fraudulent,10,9,Clothing,Accepted,Completed,Extremely poor quality products
0.813504711,3104414,7103000,23-01-2023,Damaged,Defective item,10148,in-person,Mumbai,1212,Not Fraudulent,6,6,Sports Fitness,Not Accepted,Not Completed,Always gets wrong item and poor quality products as well
0.91201825,3105230,7106000,23-01-2023,Used,Missing item,10149,mail,Jaipur,5679,Not Fraudulent,5,5,Sports Fitness,Not Accepted,Not Completed,Always gets wrong item and poor quality products as well
0.197756075,3106046,7109000,23-01-2023,New,Incorrect item,10150,mail,Jaipur,1212,Fraudulent,9,8,Clothing,Accepted,Completed,Extremely poor quality products
0.693630631,3106862,7112000,23-01-2023,Damaged,Defective item,10151,in-person,Mumbai,6981,Not Fraudulent,10,4,Electronic Gadgets,Not Accepted,Not Completed,Always gets wrong item and poor quality products as well
0.43897616,3107678,7115000,23-01-2023,New,Incorrect item,10152,mail,Bangalore,3452,Fraudulent,8,8,Bags Wallet Luggage,Accepted,Completed,Extremely poor quality products
0.640901114,3108494,7118000,23-01-2023,New,Incorrect item,10153,in-person,Chennai,1212,Not Fraudulent,7,7,Electronic Gadgets,Not Accepted,Not Completed,Always gets wrong item and poor quality products as well
0.828494409,3109310,7121000,23-01-2023,New,Incorrect item,10154,mail,Bangalore,5679,Not Fraudulent,3,0,Sports Fitness,Not Accepted,Not Completed,Satisfied
0.189556975,3110126,7124000,23-01-2023,Damaged,Defective item,10155,mail,Jaipur,1212,Fraudulent,4,2,Clothing,Accepted,Completed,Wrong items delivered
0.298578861,3110942,7127000,24-01-2023,Used,Missing item,10156,in-person,Mumbai,1212,Fraudulent,8,2,Shoes and Footwear,Accepted,Completed,Wrong items delivered
0.403046012,3111758,7130000,24-01-2023,Damaged,Defective item,10157,in-person,Chennai,3452,Fraudulent,4,1,Bags Wallet Luggage,Accepted,Completed,Getting wrong color and sizes
0.22420921,3112574,7133000,24-01-2023,Used,Missing item,10158,in-person,Chennai,1212,Fraudulent,5,5,Shoes and Footwear,Accepted,Completed,Always gets wrong item and poor quality products as well
0.847206169,3113390,7136000,24-01-2023,Used,Missing item,10159,in-person,Mumbai,1212,Not Fraudulent,4,3,Sports Fitness,Not Accepted,Not Completed,Wrong items delivered
0.700767596,3114206,7139000,24-01-2023,Damaged,Defective item,10160,mail,Jaipur,1212,Not Fraudulent,6,2,Electronic Gadgets,Not Accepted,Not Completed,Wrong items delivered
0.377027688,3115022,7142000,24-01-2023,Used,Missing item,10161,mail,Bangalore,6981,Fraudulent,8,6,Shoes and Footwear,Accepted,Completed,Always gets wrong item and poor quality products as well
0.401012537,3115838,7145000,24-01-2023,Used,Missing item,10162,in-person,Chennai,1212,Fraudulent,3,2,Bags Wallet Luggage,Accepted,Completed,Wrong items delivered
0.115305124,3116654,7148000,24-01-2023,New,Incorrect item,10163,in-person,Chennai,1212,Fraudulent,5,2,Clothing,Accepted,Completed,Wrong items delivered
0.576128359,3117470,7151000,24-01-2023,Used,Missing item,10164,in-person,Mumbai,5679,Not Fraudulent,1,0,Bags Wallet Luggage,Not Accepted,Not Completed,Satisfied
0.052340626,3118286,7154000,24-01-2023,New,Incorrect item,10165,mail,Bangalore,1212,Fraudulent,9,8,Clothing,Accepted,Completed,Extremely poor quality products
0.877569762,3119102,7157000,24-01-2023,Used,Missing item,10166,in-person,Mumbai,6981,Not Fraudulent,5,1,Sports Fitness,Not Accepted,Not Completed,Getting wrong color and sizes
0.024562066,3119918,7160000,25-01-2023,Used,Incorrect item,10167,mail,Jaipur,1212,Fraudulent,6,5,Clothing,Accepted,Completed,Always gets wrong item and poor quality products as well
0.939856936,3120734,7163000,25-01-2023,New,Incorrect item,10168,in-person,Mumbai,5678,Not Fraudulent,9,6,Sports Fitness,Not Accepted,Not Completed,Always gets wrong item and poor quality products as well
0.639908294,3121550,7166000,25-01-2023,Used,Missing item,10169,mail,Jaipur,1212,Not Fraudulent,3,1,Electronic Gadgets,Not Accepted,Not Completed,Getting wrong color and sizes
0.204947912,3122366,7169000,25-01-2023,Used,Defective item,10170,mail,Bangalore,5678,Fraudulent,1,0,Shoes and Footwear,Accepted,Completed,Satisfied
0.857606376,3123182,7172000,25-01-2023,Used,Defective item,10171,in-person,Mumbai,4738,Not Fraudulent,5,3,Sports Fitness,Not Accepted,Not Completed,Wrong items delivered
0.585884311,3123998,7175000,25-01-2023,Damaged,Defective item,10172,mail,Jaipur,4738,Not Fraudulent,4,1,Bags Wallet Luggage,Not Accepted,Not Completed,Getting wrong color and sizes
0.766178659,3124814,7178000,25-01-2023,Used,Missing item,10173,mail,Bangalore,4738,Not Fraudulent,3,3,Electronic Gadgets,Not Accepted,Not Completed,Wrong items delivered
0.412421606,3125630,7181000,25-01-2023,Used,Missing item,10174,mail,Jaipur,6981,Fraudulent,6,6,Bags Wallet Luggage,Accepted,Completed,Always gets wrong item and poor quality products as well
0.024508484,3126446,7184000,25-01-2023,New,Incorrect item,10175,in-person,Chennai,1212,Fraudulent,7,5,Clothing,Accepted,Completed,Always gets wrong item and poor quality products as well
0.283497556,3127262,7187000,25-01-2023,Used,Missing item,10176,in-person,Mumbai,1212,Fraudulent,2,2,Shoes and Footwear,Accepted,Completed,Wrong items delivered
0.045640925,3128078,7190000,25-01-2023,New,Incorrect item,10177,in-person,Chennai,1212,Fraudulent,4,1,Clothing,Accepted,Completed,Getting wrong color and sizes
0.796757913,3128894,7193000,25-01-2023,New,Incorrect item,10178,in-person,Mumbai,6981,Not Fraudulent,4,0,Electronic Gadgets,Not Accepted,Not Completed,Satisfied
0.117300685,3129710,7196000,26-01-2023,New,Incorrect item,10179,mail,Jaipur,1212,Fraudulent,5,0,Clothing,Accepted,Completed,Satisfied
0.300607968,3130526,7199000,26-01-2023,Used,Missing item,10180,in-person,Mumbai,1212,Fraudulent,5,3,Shoes and Footwear,Accepted,Completed,Wrong items delivered
0.451214586,3131342,7202000,26-01-2023,Damaged,Defective item,10181,in-person,Chennai,1212,Not Fraudulent,2,0,Bags Wallet Luggage,Accepted,Completed,Satisfied
0.001123552,3132158,7205000,26-01-2023,Used,Defective item,10182,in-person,Chennai,1212,Fraudulent,3,0,Clothing,Accepted,Completed,Satisfied
0.405797868,3132974,7364000,26-01-2023,New,Defective item,10183,in-person,Mumbai,6981,Fraudulent,7,4,Bags Wallet Luggage,Accepted,Completed,Always gets wrong item and poor quality products as well
0.618525967,3133790,7211000,27-01-2023,Used,Defective item,10184,in-person,Chennai,1212,Not Fraudulent,8,4,Electronic Gadgets,Not Accepted,Not Completed,Always gets wrong item and poor quality products as well
0.913275019,3134606,7214000,27-01-2023,Damaged,Defective item,10185,mail,Bangalore,1212,Not Fraudulent,6,1,Sports Fitness,Not Accepted,Not Completed,Getting wrong color and sizes
0.255663169,3135422,7217000,27-01-2023,Used,Missing item,10186,mail,Jaipur,5679,Fraudulent,6,0,Shoes and Footwear,Accepted,Completed,Satisfied
0.613557689,3136238,7220000,27-01-2023,Used,Missing item,10187,in-person,Chennai,1212,Not Fraudulent,8,1,Electronic Gadgets,Not Accepted,Not Completed,Getting wrong color and sizes
0.464400098,3137054,7223000,27-01-2023,Used,Missing item,10188,mail,Bangalore,1212,Not Fraudulent,8,2,Bags Wallet Luggage,Accepted,Completed,Wrong items delivered
0.483712021,3137870,7226000,27-01-2023,New,Incorrect item,10189,in-person,Chennai,6981,Not Fraudulent,5,0,Bags Wallet Luggage,Accepted,Completed,Satisfied
0.271228285,3138686,7229000,27-01-2023,Used,,10190,in-person,Chennai,4738,Fraudulent,3,3,Shoes and Footwear,Accepted,Completed,Wrong items delivered
0.922750337,3139502,7232000,27-01-2023,New,Incorrect item,10191,in-person,Chennai,1212,Not Fraudulent,6,3,Sports Fitness,Not Accepted,Not Completed,Wrong items delivered
0.736026107,3140318,7235000,27-01-2023,Used,Missing item,10192,mail,Jaipur,4738,Not Fraudulent,4,0,Electronic Gadgets,Not Accepted,Not Completed,Satisfied
0.098831236,3141134,7238000,27-01-2023,New,Incorrect item,10193,mail,Bangalore,5679,Fraudulent,2,2,Clothing,Accepted,Completed,Wrong items delivered
0.484599859,3141950,7241000,28-01-2023,Used,Missing item,10194,in-person,Mumbai,5679,Not Fraudulent,5,2,Bags Wallet Luggage,Accepted,Completed,Wrong items delivered
0.196155079,3142766,7244000,28-01-2023,New,Incorrect item,10195,,Chennai,5679,Fraudulent,6,2,Clothing,Accepted,Completed,Wrong items delivered
0.071243707,3143582,7247000,28-01-2023,Damaged,Defective item,10196,in-person,Mumbai,5679,Fraudulent,10,2,Clothing,Accepted,Completed,Wrong items delivered
0.186225873,3144398,7250000,28-01-2023,Used,Defective item,10197,in-person,Mumbai,1212,Fraudulent,4,3,Clothing,Accepted,Completed,Wrong items delivered
0.434762048,3145214,7253000,28-01-2023,New,,10198,in-person,Mumbai,1212,Fraudulent,2,0,Bags Wallet Luggage,Accepted,Completed,Satisfied
0.229662439,3146030,7256000,28-01-2023,Used,Missing item,10199,in-person,Chennai,6981,Fraudulent,5,0,Shoes and Footwear,Accepted,Completed,Satisfied
0.246241051,3146846,7259000,28-01-2023,Damaged,Defective item,10200,in-person,Mumbai,4738,Fraudulent,8,2,Shoes and Footwear,Accepted,Completed,Wrong items delivered
0.215824935,3147662,7364000,28-01-2023,Used,Missing item,10201,in-person,Mumbai,1212,Fraudulent,5,1,Shoes and Footwear,Accepted,Completed,Getting wrong color and sizes
0.848292058,3148478,7265000,28-01-2023,Damaged,Defective item,10202,in-person,Mumbai,1212,Not Fraudulent,9,4,Sports Fitness,Not Accepted,Not Completed,Always gets wrong item and poor quality products as well
0.231734683,3149294,7268000,28-01-2023,Used,Missing item,10203,mail,Jaipur,6981,Fraudulent,6,5,Shoes and Footwear,Accepted,Completed,Always gets wrong item and poor quality products as well
0.159098658,3150110,7364000,28-01-2023,Used,Missing item,10204,in-person,Mumbai,4738,Fraudulent,10,7,Clothing,Accepted,Completed,Always gets wrong item and poor quality products as well
0.798471317,3150926,7274000,28-01-2023,Damaged,Incorrect item,10205,in-person,Mumbai,1212,Not Fraudulent,5,2,Electronic Gadgets,Not Accepted,Not Completed,Wrong items delivered
0.445796932,3151742,7277000,28-01-2023,Used,Incorrect item,,mail,Jaipur,1212,Fraudulent,2,1,Bags Wallet Luggage,Accepted,Completed,Getting wrong color and sizes
0.390255721,3152558,7364000,30-01-2023,New,Incorrect item,10207,in-person,Chennai,4738,Fraudulent,5,4,Shoes and Footwear,Accepted,Completed,Always gets wrong item and poor quality products as well
0.06315596,3153374,7364000,30-01-2023,Used,Missing item,10208,in-person,Chennai,1212,Fraudulent,8,0,Clothing,Accepted,Completed,Satisfied
0.74582723,3154190,7286000,30-01-2023,Used,Missing item,10209,in-person,Mumbai,6981,Not Fraudulent,8,2,Electronic Gadgets,Not Accepted,Not Completed,Wrong items delivered
0.879124012,3155006,7289000,30-01-2023,New,Incorrect item,10210,mail,Bangalore,1212,Not Fraudulent,10,2,Sports Fitness,Not Accepted,Not Completed,Wrong items delivered
0.145700491,3155822,7292000,30-01-2023,Used,Incorrect item,10211,mail,Jaipur,1212,Fraudulent,10,9,Clothing,Accepted,Completed,Extremely poor quality products
0.812807376,3156638,7295000,30-01-2023,Used,Incorrect item,10212,in-person,Mumbai,4738,Not Fraudulent,5,0,Sports Fitness,Not Accepted,Not Completed,Satisfied
0.536615269,3157454,7298000,30-01-2023,Damaged,,10213,mail,Jaipur,1212,Not Fraudulent,8,2,Bags Wallet Luggage,Not Accepted,Not Completed,Wrong items delivered
0.241534747,3158270,7301000,30-01-2023,Used,Defective item,10214,mail,Bangalore,6981,Fraudulent,2,0,Shoes and Footwear,Accepted,Completed,Satisfied
0.638121086,3159086,7364000,30-01-2023,Used,Defective item,10215,in-person,Mumbai,6981,Not Fraudulent,3,0,Electronic Gadgets,Not Accepted,Not Completed,Satisfied
0.709417357,3159902,7364000,30-01-2023,New,Incorrect item,10216,mail,Bangalore,6981,Not Fraudulent,8,5,Electronic Gadgets,Not Accepted,Not Completed,Always gets wrong item and poor quality products as well
0.137519311,3160718,7310000,30-01-2023,Used,Missing item,10217,mail,Bangalore,6981,Fraudulent,7,4,Clothing,Accepted,Completed,Always gets wrong item and poor quality products as well
0.415021064,3161534,7364000,30-01-2023,Damaged,Defective item,10218,in-person,Mumbai,4657,Fraudulent,7,0,Bags Wallet Luggage,Accepted,Completed,Satisfied
0.847255736,3162350,7316000,30-01-2023,Used,Missing item,10219,in-person,Chennai,1212,Not Fraudulent,8,2,Sports Fitness,Not Accepted,Not Completed,Wrong items delivered
0.437152824,3163166,7319000,30-01-2023,Damaged,Missing item,10220,mail,Jaipur,1212,Fraudulent,5,4,Bags Wallet Luggage,Accepted,Completed,Always gets wrong item and poor quality products as well
0.083209871,3163982,7322000,30-01-2023,Used,Missing item,10221,in-person,Chennai,1212,Fraudulent,7,1,Clothing,Accepted,Completed,Getting wrong color and sizes
0.144454935,3164798,7325000,30-01-2023,Used,Missing item,10222,in-person,Mumbai,6981,Fraudulent,3,3,Clothing,Accepted,Completed,Wrong items delivered
0.146765431,3165614,7328000,31-01-2023,New,Incorrect item,10223,in-person,Mumbai,1212,Fraudulent,10,5,Clothing,Accepted,Completed,Always gets wrong item and poor quality products as well
0.592236653,3166430,7331000,31-01-2023,Used,Missing item,10224,in-person,Mumbai,4738,Not Fraudulent,5,0,Bags Wallet Luggage,Not Accepted,Not Completed,Satisfied
0.897762929,3167246,7334000,31-01-2023,New,Incorrect item,10225,mail,Bangalore,1212,Not Fraudulent,7,0,Sports Fitness,Not Accepted,Not Completed,Satisfied
0.786360309,3168062,7337000,31-01-2023,Used,Missing item,10226,mail,Jaipur,4738,Not Fraudulent,4,1,Electronic Gadgets,Not Accepted,Not Completed,Getting wrong color and sizes
0.004532047,3168878,7364000,31-01-2023,New,Incorrect item,10227,mail,Jaipur,1212,Fraudulent,1,1,Clothing,Accepted,Completed,Getting wrong color and sizes
0.639978584,3169694,7343000,31-01-2023,Damaged,Defective item,10228,in-person,Mumbai,6981,Not Fraudulent,9,3,Electronic Gadgets,Not Accepted,Not Completed,Wrong items delivered
0.035325048,3170510,7346000,31-01-2023,Used,Missing item,10229,mail,Bangalore,4738,Fraudulent,6,3,Clothing,Accepted,Completed,Wrong items delivered
0.234661769,3171326,7349000,31-01-2023,Used,Missing item,10230,in-person,Mumbai,1212,Fraudulent,7,5,Shoes and Footwear,Accepted,Completed,Always gets wrong item and poor quality products as well
0.862145077,3172142,7352000,31-01-2023,Used,Missing item,10231,in-person,Mumbai,4738,Not Fraudulent,2,2,Sports Fitness,Not Accepted,Not Completed,Wrong items delivered
0.439004068,3172958,7364000,31-01-2023,Damaged,Defective item,10232,mail,Jaipur,1212,Fraudulent,4,1,Bags Wallet Luggage,Accepted,Completed,Getting wrong color and sizes
0.602556769,3173774,7358000,31-01-2023,Used,Missing item,10233,in-person,Chennai,6981,Not Fraudulent,2,1,Electronic Gadgets,Not Accepted,Not Completed,Getting wrong color and sizes
0.344977093,3174590,7361000,31-01-2023,New,Incorrect item,10234,mail,Bangalore,1212,Fraudulent,4,0,Shoes and Footwear,Accepted,Completed,Satisfied
0.395668126,3175406,7325000,31-01-2023,Used,Missing item,10235,in-person,Chennai,4738,Fraudulent,3,1,Shoes and Footwear,Accepted,Completed,Getting wrong color and sizes
0.9177167,3176222,7328000,31-01-2023,New,Incorrect item,10236,in-person,Chennai,1212,Not Fraudulent,8,1,Sports Fitness,Not Accepted,Not Completed,Getting wrong color and sizes
0.671305688,3177038,7331000,31-01-2023,Used,Missing item,10237,mail,Jaipur,1212,Not Fraudulent,5,4,Electronic Gadgets,Not Accepted,Not Completed,Always gets wrong item and poor quality products as well
0.000487458,3177854,7364000,31-01-2023,Used,Missing item,10238,mail,Bangalore,1212,Fraudulent,8,2,Clothing,Accepted,Completed,Wrong items delivered
0.926800944,3178670,7337000,31-01-2023,Damaged,Defective item,10239,in-person,Mumbai,6981,Not Fraudulent,1,0,Sports Fitness,Not Accepted,Not Completed,Satisfied
0.583261868,3179486,6845000,31-01-2023,New,Incorrect item,10240,mail,Jaipur,1212,Not Fraudulent,9,4,Bags Wallet Luggage,Not Accepted,Not Completed,Always gets wrong item and poor quality products as well
0.585781367,3180302,7343000,31-01-2023,Used,Incorrect item,10241,mail,Bangalore,1212,Not Fraudulent,9,3,Bags Wallet Luggage,Not Accepted,Not Completed,Wrong items delivered
0.03162403,3181118,7346000,31-01-2023,New,Incorrect item,10242,mail,Bangalore,6981,Fraudulent,10,7,Clothing,Accepted,Completed,Always gets wrong item and poor quality products as well
0.795628878,3181934,7349000,31-01-2023,Used,Incorrect item,10243,in-person,Mumbai,1212,Not Fraudulent,6,3,Electronic Gadgets,Not Accepted,Not Completed,Wrong items delivered
0.929634013,3182750,6845000,31-01-2023,Damaged,Incorrect item,10244,mail,Jaipur,1212,Not Fraudulent,6,6,Sports Fitness,Not Accepted,Not Completed,Always gets wrong item and poor quality products as well
0.802112727,3183566,7355000,31-01-2023,Used,Missing item,10245,mail,Jaipur,6981,Not Fraudulent,3,2,Sports Fitness,Not Accepted,Not Completed,Wrong items delivered
0.444140576,3184382,7358000,31-01-2023,Used,Missing item,10246,mail,Jaipur,1212,Fraudulent,7,2,Bags Wallet Luggage,Accepted,Completed,Wrong items delivered
0.259850757,3185198,7361000,31-01-2023,Damaged,Defective item,10247,in-person,Chennai,1212,Fraudulent,10,6,Shoes and Footwear,Accepted,Completed,Always gets wrong item and poor quality products as well
0.922203658,3186014,6845000,31-01-2023,Used,Missing item,10248,in-person,Chennai,1212,Not Fraudulent,10,2,Sports Fitness,Not Accepted,Not Completed,Wrong items delivered
0.970560727,3186830,7367000,31-01-2023,New,Incorrect item,10249,mail,Jaipur,6981,Not Fraudulent,5,0,Sports Fitness,Not Accepted,Not Completed,Satisfied
0.579027872,3187646,7370000,31-01-2023,Used,Missing item,10250,mail,Jaipur,1212,Not Fraudulent,6,0,Bags Wallet Luggage,Not Accepted,Not Completed,Satisfied
0.053198032,3188462,7373000,31-01-2023,Used,Missing item,10251,mail,Bangalore,4738,Fraudulent,4,4,Clothing,Accepted,Completed,Always gets wrong item and poor quality products as well
0.376672894,3189278,7376000,31-01-2023,Damaged,Defective item,10252,in-person,Mumbai,1212,Fraudulent,1,1,Shoes and Footwear,Accepted,Completed,Getting wrong color and sizes
0.56158099,3190094,7379000,31-01-2023,Used,Missing item,10253,in-person,Chennai,6981,Not Fraudulent,5,5,Bags Wallet Luggage,Not Accepted,Not Completed,Always gets wrong item and poor quality products as well
0.776434892,3190910,7379000,31-01-2023,New,Defective item,10254,mail,Bangalore,1212,Not Fraudulent,2,0,Electronic Gadgets,Not Accepted,Not Completed,Satisfied
0.635801983,3191726,7379000,31-01-2023,Used,Defective item,10255,mail,Jaipur,4738,Not Fraudulent,3,3,Electronic Gadgets,Not Accepted,Not Completed,Wrong items delivered
0.212722728,3192542,7379000,31-01-2023,Damaged,Defective item,10256,mail,Bangalore,1212,Fraudulent,8,6,Shoes and Footwear,Accepted,Completed,Always gets wrong item and poor quality products as well
0.176127011,3193358,7391000,31-01-2023,Used,Missing item,10257,in-person,Mumbai,1212,Fraudulent,6,2,Clothing,Accepted,Completed,Wrong items delivered
0.533884188,3194174,7394000,31-01-2023,Used,Missing item,10258,in-person,Mumbai,4657,Not Fraudulent,5,0,Bags Wallet Luggage,Not Accepted,Not Completed,Satisfied
0.833574218,3194990,7397000,31-01-2023,New,Incorrect item,10259,mail,Bangalore,4738,Not Fraudulent,3,1,Sports Fitness,Not Accepted,Not Completed,Getting wrong color and sizes
0.912143592,4112345,7343000,10-01-2023,Damaged,Defective item,10260,mail,Jaipur,4657,Not Fraudulent,2,0,Sports Fitness,Not Accepted,Not Completed,Satisfied
0.691935927,4121354,7346000,10-01-2023,New,Missing item,10261,mail,Mumbai,4657,Not Fraudulent,7,2,Electronic Gadgets,Not Accepted,Not Completed,Wrong items delivered
0.620078568,4130363,7349000,10-01-2023,New,Missing item,10262,mail,Mumbai,4657,Not Fraudulent,2,1,Electronic Gadgets,Not Accepted,Not Completed,Getting wrong color and sizes
0.740567004,4139372,7352000,10-01-2023,New,Missing item,10263,mail,Mumbai,1212,Not Fraudulent,5,2,Electronic Gadgets,Not Accepted,Not Completed,Wrong items delivered
0.784120855,4148381,7364000,10-01-2023,Damaged,Defective item,10264,mail,Jaipur,1212,Not Fraudulent,1,1,Electronic Gadgets,Not Accepted,Not Completed,Getting wrong color and sizes
0.046989703,4157390,7358000,10-01-2023,Used,Incorrect item,10265,in-person,Bangalore,1212,Fraudulent,6,1,Clothing,Accepted,Completed,Getting wrong color and sizes
